Abundance,1000IBD00135,1000IBD00599,1000IBD00046,1000IBD00556,1000IBD00269,1000IBD00563,1000IBD00689,1000IBD00613,1000IBD00680,1000IBD00060,1000IBD00407,1000IBD00610,1000IBD00132,1000IBD00670,1000IBD00565,1000IBD00682,1000IBD00017,1000IBD00256,1000IBD00577,1000IBD00387,1000IBD00053,1000IBD00645,1000IBD00121
s__GGB3032_SGB4027,,,,,,,,,,,,,,0.60263,0,0,0,0,0.23572,0,0,0,0.02772
s__Tyzzerella_nexilis,,,,,,,,,,,,,,0.18587,0.01263,0,0,0,0,0,0,0,0
s__Parabacteroides_johnsonii,,,,,,,,,,,,,,0.06176,0,0.07418,0,0,0,0,0,0,0
s__Lachnoclostridium_sp_An14,,,,,,,,,,,,,,0.05921,0,0,0,0,0,0,0,0,0
s__GGB3537_SGB4727,,,,,,,,,,,,,,0.05904,0,0,0,0,0,0,0,0,0
s__Bacteroides_nordii,,,,,,,,,,,,,,0.03906,0,0,0,0,0,0,0.03252,0,0
s__Intestinibacillus_sp_Marseille_P6563,,,,,,,,,,,,,,0.02963,0,0,0,0,0,0,0.00167,0,0
s__Enterocloster_lavalensis,,,,,,,,,,,,,,0.02739,0,0,0,0,0,0,0,0,0
s__Leuconostoc_pseudomesenteroides,,,,,,,,,,,,,,0.02186,0,0,0,0,0,0,0,0,0
s__Candidatus_Howiella_intestinavium,,,,,,,,,,,,,,0.02034,0,0,0,0,0,0,0,0,0
s__Bacteroides_SGB15210,,,,,,,,,,,,,,0.01742,0,0,0,0,0,0,0,0,0
s__Sutterella_seckii,,,,,,,,,,,,,,0.01461,0,0,0,0,0,0,0,0,0
s__Candidatus_Pseudolachnospira_avium,,,,,,,,,,,,,,0.01305,0,0,0,0,0,0,0,0,0.04505
s__Coprobacter_secundus,,,,,,,,,,,,,,0.00422,0,0,0,0,0,0,0.01073,0,0
s__Leuconostoc_mesenteroides,,,,,,,,,,,,,,0.00371,0,0.02194,0,0,0,0,0,0,0
t__SGB1845,,,,,,,,,,,,,,2.56668,0,0,0,0,0,0,0,0,0
t__SGB4027,,,,,,,,,,,,,,0.60263,0,0,0,0,0.23572,0,0,0,0.02772
t__SGB4588,,,,,,,,,,,,,,0.18587,0.01263,0,0,0,0,0,0,0,0
t__SGB1948,,,,,,,,,,,,,,0.06176,0,0.07418,0,0,0,0,0,0,0
t__SGB4729,,,,,,,,,,,,,,0.05921,0,0,0,0,0,0,0,0,0
t__SGB4727,,,,,,,,,,,,,,0.05904,0,0,0,0,0,0,0,0,0
t__SGB1858,,,,,,,,,,,,,,0.03906,0,0,0,0,0,0,0.03252,0,0
t__SGB29313,,,,,,,,,,,,,,0.02963,0,0,0,0,0,0,0.00167,0,0
t__SGB4725,,,,,,,,,,,,,,0.02739,0,0,0,0,0,0,0,0,0
t__SGB7124,,,,,,,,,,,,,,0.02186,0,0,0,0,0,0,0,0,0
t__SGB63345,,,,,,,,,,,,,,0.02034,0,0,0,0,0,0,0,0,0
t__SGB15210,,,,,,,,,,,,,,0.01742,0,0,0,0,0,0,0,0,0
t__SGB9297,,,,,,,,,,,,,,0.01461,0,0,0,0,0,0,0,0,0
t__SGB59819,,,,,,,,,,,,,,0.01305,0,0,0,0,0,0,0,0,0.04505
t__SGB1962,,,,,,,,,,,,,,0.00422,0,0,0,0,0,0,0.01073,0,0
t__SGB7126,,,,,,,,,,,,,,0.00371,0,0.02194,0,0,0,0,0,0,0
p__Candidatus_Saccharibacteria,,,,,,,,,,,,,,,0.00066,0,0,0,0,0,0,0,0
c__CFGB28775,,,,,,,,,,,,,,,0.1409,0,0,0,0,0,0.06111,0,0
c__CFGB75721,,,,,,,,,,,,,,,0.08291,0,0,0.10331,0.27843,0,0,0,0.24212
c__CFGB8822,,,,,,,,,,,,,,,0.0406,0,0,0.05846,0,0,0.0107,0,0
c__CFGB1126,,,,,,,,,,,,,,,0.00099,0,0,0,0,0,0,0,0
c__Candidatus_Saccharimonia,,,,,,,,,,,,,,,0.00066,0,0,0,0,0,0,0,0
o__OFGB28775,,,,,,,,,,,,,,,0.1409,0,0,0,0,0,0.06111,0,0
o__OFGB75721,,,,,,,,,,,,,,,0.08291,0,0,0.10331,0.27843,0,0,0,0.24212
o__OFGB8822,,,,,,,,,,,,,,,0.0406,0,0,0.05846,0,0,0.0107,0,0
o__OFGB1126,,,,,,,,,,,,,,,0.00099,0,0,0,0,0,0,0,0
o__Candidatus_Saccharimonales,,,,,,,,,,,,,,,0.00066,0,0,0,0,0,0,0,0
f__FGB28775,,,,,,,,,,,,,,,0.1409,0,0,0,0,0,0.06111,0,0
f__FGB75721,,,,,,,,,,,,,,,0.08291,0,0,0.10331,0.27843,0,0,0,0.24212
f__FGB8822,,,,,,,,,,,,,,,0.0406,0,0,0.05846,0,0,0.0107,0,0
f__FGB1126,,,,,,,,,,,,,,,0.00099,0,0,0,0,0,0,0,0
f__Candidatus_Sacchiramonaceae,,,,,,,,,,,,,,,0.00066,0,0,0,0,0,0,0,0
g__Catenibacterium,,,,,,,,,,,,,,,1.33204,1.33096,0,0,0,0,0,0,0
g__GGB3602,,,,,,,,,,,,,,,0.50137,0,0,0,0,0,0,0,0
g__GGB32387,,,,,,,,,,,,,,,0.2448,0,0,0,0,0,0.18453,0,0
g__GGB3511,,,,,,,,,,,,,,,0.1409,0,0,0,0,0,0.06111,0,0
g__Cryobacterium,,,,,,,,,,,,,,,0.12717,0,0,0,0,0,0,0,0
g__GGB9524,,,,,,,,,,,,,,,0.08291,0,0,0.10331,0.27843,0,0,0,0.24212
g__GGB6574,,,,,,,,,,,,,,,0.04693,0,0,0,0,0,0,0,0
g__Lactococcus,,,,,,,,,,,,,,,0.04146,0.00838,0,0,0,0,0,0,0
g__GGB42994,,,,,,,,,,,,,,,0.0406,0,0,0.05846,0,0,0.0107,0,0
g__GGB4585,,,,,,,,,,,,,,,0.01072,0,0,0,0,0,0,0,0
g__GGB4239,,,,,,,,,,,,,,,0.00951,0,0,0,0,0,0,0,0
g__Candidatus_Schneewindia,,,,,,,,,,,,,,,0.00456,0,0,0,0.00073,0,0,0,0
g__GGB2848,,,,,,,,,,,,,,,0.00099,0,0,0,0,0,0,0,0
g__Candidatus_Nanosynsacchari,,,,,,,,,,,,,,,0.00066,0,0,0,0,0,0,0,0
s__Acidaminococcus_intestini,,,,,,,,,,,,,,,4.02609,0,0,0,0,0,0,0,0
s__Catenibacterium_SGB4425,,,,,,,,,,,,,,,1.33204,0,0,0,0,0,0,0,0
s__GGB3602_SGB4574,,,,,,,,,,,,,,,0.50137,0,0,0,0,0,0,0,0
s__GGB3363_SGB4448,,,,,,,,,,,,,,,0.35277,0,0,0,0,0,0.15073,0,0
s__GGB32387_SGB47381,,,,,,,,,,,,,,,0.2448,0,0,0,0,0,0.18453,0,0
s__GGB3511_SGB4688,,,,,,,,,,,,,,,0.1409,0,0,0,0,0,0.06111,0,0
s__Cryobacterium_SGB4870,,,,,,,,,,,,,,,0.12717,0,0,0,0,0,0,0,0
s__GGB9524_SGB14924,,,,,,,,,,,,,,,0.08291,0,0,0.10331,0.27843,0,0,0,0.24212
s__GGB6574_SGB9290,,,,,,,,,,,,,,,0.04693,0,0,0,0,0,0,0,0
s__Lactococcus_lactis,,,,,,,,,,,,,,,0.04146,0,0,0,0,0,0,0,0
s__GGB42994_SGB4746,,,,,,,,,,,,,,,0.0406,0,0,0.05846,0,0,0.0107,0,0
s__GGB4585_SGB4995,,,,,,,,,,,,,,,0.01072,0,0,0,0,0,0,0,0
s__GGB4239_SGB5731,,,,,,,,,,,,,,,0.00951,0,0,0,0,0,0,0,0
s__Pseudoflavonifractor_gallinarum,,,,,,,,,,,,,,,0.00864,0,0,0,0,0,0,0,0
s__Lachnospiraceae_bacterium_2_1_46FAA,,,,,,,,,,,,,,,0.00734,0,0,0,0,0,0,0,0
s__Clostridium_sp_1001271st1_H5,,,,,,,,,,,,,,,0.00568,0,0,0,0,0,0,0,0
s__Candidatus_Schneewindia_gallinarum,,,,,,,,,,,,,,,0.00456,0,0,0,0.00073,0,0,0,0
s__Actinomyces_gerencseriae,,,,,,,,,,,,,,,0.00218,0,0,0,0,0,0,0,0
s__GGB2848_SGB3813,,,,,,,,,,,,,,,0.00099,0,0,0,0,0,0,0,0
s__Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1,,,,,,,,,,,,,,,0.00066,0,0,0,0,0,0,0,0
t__SGB5736,,,,,,,,,,,,,,,4.02609,0,0,0,0,0,0,0,0
t__SGB4425_group,,,,,,,,,,,,,,,1.33204,0,0,0,0,0,0,0,0
t__SGB4574,,,,,,,,,,,,,,,0.50137,0,0,0,0,0,0,0,0
t__SGB4448,,,,,,,,,,,,,,,0.35277,0,0,0,0,0,0.15073,0,0
t__SGB47381,,,,,,,,,,,,,,,0.2448,0,0,0,0,0,0.18453,0,0
t__SGB4688,,,,,,,,,,,,,,,0.1409,0,0,0,0,0,0.06111,0,0
t__SGB4870,,,,,,,,,,,,,,,0.12717,0,0,0,0,0,0,0,0
t__SGB14924,,,,,,,,,,,,,,,0.08291,0,0,0.10331,0.27843,0,0,0,0.24212
t__SGB4785,,,,,,,,,,,,,,,0.07893,0,0,0,0,0.01823,0,0,0
t__SGB9290,,,,,,,,,,,,,,,0.04693,0,0,0,0,0,0,0,0
t__SGB7985,,,,,,,,,,,,,,,0.04146,0,0,0,0,0,0,0,0
t__SGB4746,,,,,,,,,,,,,,,0.0406,0,0,0.05846,0,0,0.0107,0,0
t__SGB4995,,,,,,,,,,,,,,,0.01072,0,0,0,0,0,0,0,0
t__SGB5731,,,,,,,,,,,,,,,0.00951,0,0,0,0,0,0,0,0
t__SGB29328,,,,,,,,,,,,,,,0.00864,0,0,0,0,0,0,0,0
t__SGB4549,,,,,,,,,,,,,,,0.00734,0,0,0,0,0,0,0,0
t__SGB4757,,,,,,,,,,,,,,,0.00568,0,0,0,0,0,0,0,0
t__SGB63326,,,,,,,,,,,,,,,0.00456,0,0,0,0.00073,0,0,0,0
t__SGB15874,,,,,,,,,,,,,,,0.00218,0,0,0,0,0,0,0,0
t__SGB3813,,,,,,,,,,,,,,,0.00099,0,0,0,0,0,0,0,0
t__SGB19882,,,,,,,,,,,,,,,0.00066,0,0,0,0,0,0,0,0
p__Spirochaetes,,,,,,,,,,,,,,,,0.22746,0,0,0,0,0,0,0
c__CFGB1479,,,,,,,,,,,,,,,,1.31921,0,0,0,0,0,0,0
c__CFGB1458,,,,,,,,,,,,,,,,0.22835,0,0,0,0,0,0,0
c__Spirochaetia,,,,,,,,,,,,,,,,0.22746,0,0,0,0,0,0,0
c__CFGB76560,,,,,,,,,,,,,,,,0.15485,0,0,0,0,0,0,0
c__CFGB1799,,,,,,,,,,,,,,,,0.11608,0,0,0,0,0,0,0
c__CFGB1311,,,,,,,,,,,,,,,,0.1034,0,0,0.08333,0,0,0,0.22247
c__CFGB1288,,,,,,,,,,,,,,,,0.09805,0,0,0,0,0,0,0
c__CFGB1422,,,,,,,,,,,,,,,,0.09391,0,0,0,0,0,0,0.0286
c__CFGB1425,,,,,,,,,,,,,,,,0.07365,0,0.02113,0,0,0,0,0
c__CFGB31455,,,,,,,,,,,,,,,,0.03962,0,0,0,0,0,0,0.02631
c__CFGB1470,,,,,,,,,,,,,,,,0.03112,0,0,0,0,0,0,0
c__CFGB2954,,,,,,,,,,,,,,,,0.02691,0,0,0,0,0,0,0.06862
c__CFGB642,,,,,,,,,,,,,,,,0.02327,0,0,0,0,0,0,0
c__CFGB73062,,,,,,,,,,,,,,,,0.02295,0,0,0,0,0,0,0
c__CFGB76465,,,,,,,,,,,,,,,,0.01444,0,0,0,0,0,0,0.72989
c__CFGB9989,,,,,,,,,,,,,,,,0.01341,0,0,0,0,0,0,0
c__CFGB1307,,,,,,,,,,,,,,,,0.00526,0,0,0,0,0,0,0
c__CFGB10312,,,,,,,,,,,,,,,,0.0032,0,0,0,0,0,0,0
c__CFGB1211,,,,,,,,,,,,,,,,0.00276,0,0,0,0,0,0,0.03065
o__OFGB1479,,,,,,,,,,,,,,,,1.31921,0,0,0,0,0,0,0
o__OFGB1458,,,,,,,,,,,,,,,,0.22835,0,0,0,0,0,0,0
o__Brachyspirales,,,,,,,,,,,,,,,,0.22746,0,0,0,0,0,0,0
o__OFGB76560,,,,,,,,,,,,,,,,0.15485,0,0,0,0,0,0,0
o__OFGB1799,,,,,,,,,,,,,,,,0.11608,0,0,0,0,0,0,0
o__OFGB1311,,,,,,,,,,,,,,,,0.1034,0,0,0.08333,0,0,0,0.22247
o__OFGB1288,,,,,,,,,,,,,,,,0.09805,0,0,0,0,0,0,0
o__OFGB1422,,,,,,,,,,,,,,,,0.09391,0,0,0,0,0,0,0.0286
o__OFGB1425,,,,,,,,,,,,,,,,0.07365,0,0.02113,0,0,0,0,0
o__OFGB31455,,,,,,,,,,,,,,,,0.03962,0,0,0,0,0,0,0.02631
o__OFGB1470,,,,,,,,,,,,,,,,0.03112,0,0,0,0,0,0,0
o__OFGB2954,,,,,,,,,,,,,,,,0.02691,0,0,0,0,0,0,0.06862
o__OFGB642,,,,,,,,,,,,,,,,0.02327,0,0,0,0,0,0,0
o__OFGB73062,,,,,,,,,,,,,,,,0.02295,0,0,0,0,0,0,0
o__OFGB76465,,,,,,,,,,,,,,,,0.01444,0,0,0,0,0,0,0.72989
o__OFGB9989,,,,,,,,,,,,,,,,0.01341,0,0,0,0,0,0,0
o__OFGB1307,,,,,,,,,,,,,,,,0.00526,0,0,0,0,0,0,0
o__OFGB10312,,,,,,,,,,,,,,,,0.0032,0,0,0,0,0,0,0
o__OFGB1211,,,,,,,,,,,,,,,,0.00276,0,0,0,0,0,0,0.03065
f__FGB1479,,,,,,,,,,,,,,,,1.31921,0,0,0,0,0,0,0
f__FGB1458,,,,,,,,,,,,,,,,0.22835,0,0,0,0,0,0,0
f__Brachyspiraceae,,,,,,,,,,,,,,,,0.22746,0,0,0,0,0,0,0
f__FGB76560,,,,,,,,,,,,,,,,0.15485,0,0,0,0,0,0,0
f__FGB1799,,,,,,,,,,,,,,,,0.11608,0,0,0,0,0,0,0
f__FGB1311,,,,,,,,,,,,,,,,0.1034,0,0,0.08333,0,0,0,0.22247
f__FGB1288,,,,,,,,,,,,,,,,0.09805,0,0,0,0,0,0,0
f__FGB1422,,,,,,,,,,,,,,,,0.09391,0,0,0,0,0,0,0.0286
f__FGB1425,,,,,,,,,,,,,,,,0.07365,0,0.02113,0,0,0,0,0
f__Alcaligenaceae,,,,,,,,,,,,,,,,0.042,0,0,0,0,0,0,0
f__FGB31455,,,,,,,,,,,,,,,,0.03962,0,0,0,0,0,0,0.02631
f__FGB1470,,,,,,,,,,,,,,,,0.03112,0,0,0,0,0,0,0
f__FGB2954,,,,,,,,,,,,,,,,0.02691,0,0,0,0,0,0,0.06862
f__FGB642,,,,,,,,,,,,,,,,0.02327,0,0,0,0,0,0,0
f__FGB73062,,,,,,,,,,,,,,,,0.02295,0,0,0,0,0,0,0
f__FGB76465,,,,,,,,,,,,,,,,0.01444,0,0,0,0,0,0,0.72989
f__FGB9989,,,,,,,,,,,,,,,,0.01341,0,0,0,0,0,0,0
f__FGB1307,,,,,,,,,,,,,,,,0.00526,0,0,0,0,0,0,0
f__FGB10312,,,,,,,,,,,,,,,,0.0032,0,0,0,0,0,0,0
f__FGB1211,,,,,,,,,,,,,,,,0.00276,0,0,0,0,0,0,0.03065
g__Prevotellamassilia,,,,,,,,,,,,,,,,1.77596,0,0,0,0.88413,0,0,0
g__GGB79634,,,,,,,,,,,,,,,,1.52284,0,0,0,0,0,0,0
g__GGB3751,,,,,,,,,,,,,,,,1.31921,0,0,0,0,0,0,0
g__GGB4591,,,,,,,,,,,,,,,,0.262,0,0,0,0,0,0,0
g__GGB4708,,,,,,,,,,,,,,,,0.25521,0,0,0,0,0,0,0
g__GGB9593,,,,,,,,,,,,,,,,0.23271,0,0,0,0,0,0,0
g__GGB1458,,,,,,,,,,,,,,,,0.22835,0,0,0,0,0,0,0
g__Brachyspira,,,,,,,,,,,,,,,,0.22746,0,0,0,0,0,0,0
g__Ligilactobacillus,,,,,,,,,,,,,,,,0.18771,0,0,0.26703,0,0,0,0
g__GGB4599,,,,,,,,,,,,,,,,0.18068,0,0,1.23788,0,0,0,0
g__GGB9640,,,,,,,,,,,,,,,,0.1694,0,0.11541,0,0,0,0,0.03237
g__GGB1093,,,,,,,,,,,,,,,,0.16029,0,0,0,0,0,0,0
g__GGB18456,,,,,,,,,,,,,,,,0.15485,0,0,0,0,0,0,0
g__GGB79678,,,,,,,,,,,,,,,,0.14338,0,0,0,0,0,0,0.07143
g__GGB4770,,,,,,,,,,,,,,,,0.11608,0,0,0,0,0,0,0
g__GGB4684,,,,,,,,,,,,,,,,0.10784,0,0,0,0,0,0,0.04563
g__GGB3142,,,,,,,,,,,,,,,,0.1034,0,0,0,0,0,0,0.22247
g__GGB3105,,,,,,,,,,,,,,,,0.09805,0,0,0,0,0,0,0
g__GGB3486,,,,,,,,,,,,,,,,0.09391,0,0,0,0,0,0,0.0286
g__GGB4682,,,,,,,,,,,,,,,,0.08776,0,0,0,0,0,0,0
g__GGB3491,,,,,,,,,,,,,,,,0.07365,0,0.02113,0,0,0,0,0
g__GGB9774,,,,,,,,,,,,,,,,0.05285,0,0,0,0,0,0,0
g__GGB4713,,,,,,,,,,,,,,,,0.04658,0,0,0,0,0,0,0
g__Achromobacter,,,,,,,,,,,,,,,,0.042,0,0,0,0,0,0,0
g__GGB31460,,,,,,,,,,,,,,,,0.03962,0,0,0,0,0,0,0
g__GGB3717,,,,,,,,,,,,,,,,0.03112,0,0,0,0,0,0,0
g__GGB9189,,,,,,,,,,,,,,,,0.03041,0,0,0.042,0,0,0,0
g__GGB9296,,,,,,,,,,,,,,,,0.02691,0,0,0,0,0,0,0.06862
g__GGB13012,,,,,,,,,,,,,,,,0.02327,0,0,0,0,0,0,0
g__GGB4584,,,,,,,,,,,,,,,,0.02313,0,0,0,0,0,0,0
g__GGB9059,,,,,,,,,,,,,,,,0.02295,0,0,0,0,0,0,0
g__GGB9060,,,,,,,,,,,,,,,,0.01797,0,0,0,0,0,0,0
g__GGB4605,,,,,,,,,,,,,,,,0.01762,0,0,0,0,0,0,0
g__GGB3429,,,,,,,,,,,,,,,,0.01608,0,0,0,0,0,0,0
g__GGB80140,,,,,,,,,,,,,,,,0.01444,0,0,0,0,0,0,0.72989
g__GGB9712,,,,,,,,,,,,,,,,0.01341,0,0,0,0,0,0,0
g__GGB74370,,,,,,,,,,,,,,,,0.01307,0,0,0,0,0,0,0
g__GGB9691,,,,,,,,,,,,,,,,0.01041,0,0,0,0,0,0,0
g__GGB9637,,,,,,,,,,,,,,,,0.00816,0,0,0,0,0,0,0
g__GGB4655,,,,,,,,,,,,,,,,0.00694,0,0,0,0,0,0,0
g__GGB3128,,,,,,,,,,,,,,,,0.00526,0,0,0,0,0,0,0
g__GGB4644,,,,,,,,,,,,,,,,0.0032,0,0,0,0,0,0,0
g__Pseudoglutamicibacter,,,,,,,,,,,,,,,,0.00295,0,0,0,0,0,0,0
g__GGB2970,,,,,,,,,,,,,,,,0.00276,0,0,0,0,0,0,0.03065
g__GGB79770,,,,,,,,,,,,,,,,0.00074,0,0,0,0,0,0,0
s__Prevotella_SGB1615,,,,,,,,,,,,,,,,12.7078,0,0,0,0,0,0,0
s__Prevotella_SGB1680,,,,,,,,,,,,,,,,4.07004,0,0,0,1.48901,0,0,0
s__Eubacterium_SGB4329,,,,,,,,,,,,,,,,2.66956,0,0,0,0,0,0,0
s__Prevotellamassilia_timonensis,,,,,,,,,,,,,,,,1.77596,0,0,0,0.88413,0,0,0
s__GGB79634_SGB101324,,,,,,,,,,,,,,,,1.52284,0,0,0,0,0,0,0
s__Eubacterium_sp_AF22_8LB,,,,,,,,,,,,,,,,1.45338,0,0,0,0,0,0,0
s__Catenibacterium_mitsuokai,,,,,,,,,,,,,,,,1.33096,0,0,0,0,0,0,0
s__GGB3751_SGB5099,,,,,,,,,,,,,,,,1.31921,0,0,0,0,0,0,0
s__Erysipelotrichaceae_bacterium_7770_A6,,,,,,,,,,,,,,,,0.73227,0,0,0,0.03434,0,0,0
s__Oscillospiraceae_unclassified_SGB15257,,,,,,,,,,,,,,,,0.36463,0,0,0,0,0,0,0
s__GGB4591_SGB6350,,,,,,,,,,,,,,,,0.262,0,0,0,0,0,0,0
s__GGB4708_SGB6518,,,,,,,,,,,,,,,,0.25521,0,0,0,0,0,0,0
s__GGB9593_SGB15015,,,,,,,,,,,,,,,,0.23271,0,0,0,0,0,0,0
s__GGB1458_SGB2021,,,,,,,,,,,,,,,,0.22835,0,0,0,0,0,0,0
s__Brachyspira_aalborgi,,,,,,,,,,,,,,,,0.22746,0,0,0,0,0,0,0
s__Ligilactobacillus_SGB15290,,,,,,,,,,,,,,,,0.18771,0,0,0.26703,0,0,0,0
s__Roseburia_SGB4958,,,,,,,,,,,,,,,,0.18436,0,0,0,0,0,0,0
s__GGB4599_SGB6362,,,,,,,,,,,,,,,,0.18068,0,0,1.23788,0,0,0,0
s__GGB9640_SGB15115,,,,,,,,,,,,,,,,0.1694,0,0.11541,0,0,0,0,0.03237
s__GGB1093_SGB1404,,,,,,,,,,,,,,,,0.16029,0,0,0,0,0,0,0
s__GGB18456_SGB4146,,,,,,,,,,,,,,,,0.15485,0,0,0,0,0,0,0
s__GGB79678_SGB4833,,,,,,,,,,,,,,,,0.14338,0,0,0,0,0,0,0.07143
s__Eubacterium_sp_AF22_9,,,,,,,,,,,,,,,,0.11803,0,0,0,0,0,0,0
s__GGB4770_SGB6604,,,,,,,,,,,,,,,,0.11608,0,0,0,0,0,0,0
s__GGB4684_SGB6478,,,,,,,,,,,,,,,,0.10784,0,0,0,0,0,0,0.04563
s__Collinsella_SGB14351,,,,,,,,,,,,,,,,0.10437,0,0,0,0,0,0,0
s__GGB3142_SGB4155,,,,,,,,,,,,,,,,0.1034,0,0,0,0,0,0,0.22247
s__GGB3105_SGB4114,,,,,,,,,,,,,,,,0.09805,0,0,0,0,0,0,0
s__GGB3486_SGB4658,,,,,,,,,,,,,,,,0.09391,0,0,0,0,0,0,0.0286
s__Lachnospiraceae_bacterium_BX3,,,,,,,,,,,,,,,,0.09015,0,0,0.01135,0,0,0,0.06168
s__GGB4682_SGB6472,,,,,,,,,,,,,,,,0.08776,0,0,0,0,0,0,0
s__Collinsella_SGB15196,,,,,,,,,,,,,,,,0.07383,0,0,0,0,0,0,0
s__GGB3491_SGB4665,,,,,,,,,,,,,,,,0.07365,0,0.02113,0,0,0,0,0
s__GGB9774_SGB15394,,,,,,,,,,,,,,,,0.05285,0,0,0,0,0,0,0
s__Butyricimonas_faecalis,,,,,,,,,,,,,,,,0.05172,0,0,0,0,0,0,0
s__GGB4713_SGB6526,,,,,,,,,,,,,,,,0.04658,0,0,0,0,0,0,0
s__GGB9634_SGB15101,,,,,,,,,,,,,,,,0.04584,0,0,0,0,0,0,0
s__Achromobacter_SGB14223,,,,,,,,,,,,,,,,0.042,0,0,0,0,0,0,0
s__GGB31460_SGB6499,,,,,,,,,,,,,,,,0.03962,0,0,0,0,0,0,0
s__GGB3717_SGB5040,,,,,,,,,,,,,,,,0.03112,0,0,0,0,0,0,0
s__GGB9189_SGB14128,,,,,,,,,,,,,,,,0.03041,0,0,0.042,0,0,0,0
s__GGB33469_SGB15237,,,,,,,,,,,,,,,,0.02694,0,0,0,0,0,0,0
s__GGB9296_SGB14253,,,,,,,,,,,,,,,,0.02691,0,0,0,0,0,0,0.06862
s__GGB13012_SGB20183,,,,,,,,,,,,,,,,0.02327,0,0,0,0,0,0,0
s__GGB4584_SGB6338,,,,,,,,,,,,,,,,0.02313,0,0,0,0,0,0,0
s__GGB9059_SGB13976,,,,,,,,,,,,,,,,0.02295,0,0,0,0,0,0,0
s__GGB9060_SGB13977,,,,,,,,,,,,,,,,0.01797,0,0,0,0,0,0,0
s__GGB4605_SGB6376,,,,,,,,,,,,,,,,0.01762,0,0,0,0,0,0,0
s__GGB3429_SGB71706,,,,,,,,,,,,,,,,0.01608,0,0,0,0,0,0,0
s__GGB80140_SGB15224,,,,,,,,,,,,,,,,0.01444,0,0,0,0,0,0,0.72989
s__GGB3321_SGB4395,,,,,,,,,,,,,,,,0.01426,0,0,0,0,0,0,0
s__GGB9712_SGB15244,,,,,,,,,,,,,,,,0.01341,0,0,0,0,0,0,0
s__GGB74370_SGB15017,,,,,,,,,,,,,,,,0.01307,0,0,0,0,0,0,0
s__GGB9691_SGB15198,,,,,,,,,,,,,,,,0.01041,0,0,0,0,0,0,0
s__Lactococcus_cremoris,,,,,,,,,,,,,,,,0.00838,0,0,0,0,0,0,0
s__GGB9637_SGB15111,,,,,,,,,,,,,,,,0.00816,0,0,0,0,0,0,0
s__GGB4655_SGB6442,,,,,,,,,,,,,,,,0.00694,0,0,0,0,0,0,0
s__GGB3128_SGB4141,,,,,,,,,,,,,,,,0.00526,0,0,0,0,0,0,0
s__Clostridiales_bacterium_NSJ_40,,,,,,,,,,,,,,,,0.00458,0,0,0,0,0,0,0.00816
s__GGB4644_SGB6430,,,,,,,,,,,,,,,,0.0032,0,0,0,0,0,0,0
s__Pseudoglutamicibacter_SGB14255,,,,,,,,,,,,,,,,0.00295,0,0,0,0,0,0,0
s__GGB2970_SGB3952,,,,,,,,,,,,,,,,0.00276,0,0,0,0,0,0,0.03065
s__GGB79770_SGB15022,,,,,,,,,,,,,,,,0.00074,0,0,0,0,0,0,0
t__SGB1615,,,,,,,,,,,,,,,,12.7078,0,0,0,0,0,0,0
t__SGB1680,,,,,,,,,,,,,,,,4.07004,0,0,0,1.48901,0,0,0
t__SGB4329,,,,,,,,,,,,,,,,2.66956,0,0,0,0,0,0,0
t__SGB1477,,,,,,,,,,,,,,,,1.77596,0,0,0,0.88413,0,0,0
t__SGB101324,,,,,,,,,,,,,,,,1.52284,0,0,0,0,0,0,0
t__SGB6816,,,,,,,,,,,,,,,,1.45338,0,0,0,0,0,0,0
t__SGB6778,,,,,,,,,,,,,,,,1.33096,0,0,0,0,0,0,0
t__SGB5099,,,,,,,,,,,,,,,,1.31921,0,0,0,0,0,0,0
t__SGB6836,,,,,,,,,,,,,,,,0.73227,0,0,0,0.03434,0,0,0
t__SGB15257,,,,,,,,,,,,,,,,0.36463,0,0,0,0,0,0,0
t__SGB6350,,,,,,,,,,,,,,,,0.262,0,0,0,0,0,0,0
t__SGB6518,,,,,,,,,,,,,,,,0.25521,0,0,0,0,0,0,0
t__SGB15015,,,,,,,,,,,,,,,,0.23271,0,0,0,0,0,0,0
t__SGB2021,,,,,,,,,,,,,,,,0.22835,0,0,0,0,0,0,0
t__SGB5967,,,,,,,,,,,,,,,,0.22746,0,0,0,0,0,0,0
t__SGB15290,,,,,,,,,,,,,,,,0.18771,0,0,0.26703,0,0,0,0
t__SGB4958,,,,,,,,,,,,,,,,0.18436,0,0,0,0,0,0,0
t__SGB6362,,,,,,,,,,,,,,,,0.18068,0,0,1.23788,0,0,0,0
t__SGB15115,,,,,,,,,,,,,,,,0.1694,0,0.11541,0,0,0,0,0.03237
t__SGB1404,,,,,,,,,,,,,,,,0.16029,0,0,0,0,0,0,0
t__SGB4146,,,,,,,,,,,,,,,,0.15485,0,0,0,0,0,0,0
t__SGB4833,,,,,,,,,,,,,,,,0.14338,0,0,0,0,0,0,0.07143
t__SGB5083,,,,,,,,,,,,,,,,0.11803,0,0,0,0,0,0,0
t__SGB6604,,,,,,,,,,,,,,,,0.11608,0,0,0,0,0,0,0
t__SGB6478,,,,,,,,,,,,,,,,0.10784,0,0,0,0,0,0,0.04563
t__SGB14351,,,,,,,,,,,,,,,,0.10437,0,0,0,0,0,0,0
