Abundance,SAMN00034067,SAMN00034187,SAMN00095348,SAMN00078079,SAMN00073582,SAMN00147413,SAMN00070035,SAMN00146239,SAMN00042371,SAMN00069411,SAMN00142559,SAMN00144714,SAMN00099612,SAMN00146563,SAMN00143723,SAMN00088832,SAMN00095035,SAMN00063676,SAMN00031604,SAMN00143208,SAMN00073658,SAMN00097954,SAMN00041840,SAMN00141929,SAMN00143579,SAMN00146869,SAMN00143093,SAMN00146305,SAMN00095238,SAMN00037655,SAMN00142107,SAMN00065537,SAMN00065748,SAMN00087096,SAMN00034856,SAMN00085245,SAMN00034316,SAMN00147641,SAMN00097897,SAMN00087461,SAMN00146662,SAMN00141722,SAMN00088016,SAMN00076282,SAMN00139730,SAMN00085508,SAMN00087719,SAMN00069905,SAMN00142287,SAMN00100025,SAMN00034857,SAMN00086130,SAMN00085131,SAMN00082542,SAMN00074361,SAMN00100110,SAMN00142815,SAMN00037656,SAMN00087669,SAMN00042437,SAMN00146983,SAMN00088586,SAMN00096542,SAMN00084837,SAMN00087920,SAMN00075542,SAMN00141816,SAMN00141720,SAMN00039134,SAMN00087361,SAMN00146030,SAMN00143754,SAMN00094410,SAMN00082513,SAMN00147938,SAMN00146356,SAMN00099936,SAMN00087253,SAMN00139709,SAMN00142398,SAMN00087502,SAMN00142634,SAMN00088409,SAMN00146029,SAMN00095165,SAMN00083997,SAMN00045881,SAMN00099822,SAMN00147136,SAMN00139862,SAMN00145981,SAMN00142997,SAMN00073365,SAMN00095092
t__SGB13165,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00502,0,0,0,0.00136,0,0,0,0,0.00023,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0.00083,0,0,0.00105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3587,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6066,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3597,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Cutibacterium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0.00266,0,0,0,0,0,0,0,0.15624,0,0,0,0.00067,0,0.0141,0,0,0,0,0,0.00289,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Clostridioides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Candidatus_Pseudoscilispira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00318,0,0,0,0,0,0,0,0,0.01114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0.01025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Porphyromonas_SGB1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Cutibacterium_acnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0.00266,0,0,0,0,0,0,0,0.14389,0,0,0,0.00067,0,0.0141,0,0,0,0,0,0.00289,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Parvimonas_sp_oral_taxon_110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridioides_difficile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridiaceae_bacterium_DONG20_135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Peptoniphilus_sp_Marseille_P3761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Candidatus_Pseudoscilispira_faecavium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00318,0,0,0,0,0,0,0,0,0.01114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0.01025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Porphyromonas_uenonis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00314,0,0,0,0,0,0,0,0,0,0,0,0,0.00726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_sp_AF15_17LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_anginosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB16955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0.00266,0,0,0,0,0,0,0,0.14389,0,0,0,0.00067,0,0.0141,0,0,0,0,0,0.00289,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB29485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB63239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00318,0,0,0,0,0,0,0,0,0.01114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0.01025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00314,0,0,0,0,0,0,0,0,0,0,0,0,0.00726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB101908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB49059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00151,0,0,0.00065,0,0,0,0,0.00337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204,0,0,0,0,0,0,0,0.00081,0,0,0,0,0,0,0,0,0,0,0.00072,0,0.00033
t__SGB8028_group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Pseudomonas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96878,0,0,0,0,19.47719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Enterococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03676,0,0,0,0,0.04708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0
g__Tyzzerella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03432,0,0,0,0,0,0,0,0,0,0,0,0.43244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03457,0.52544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03943,0,0,0,0,0,0,0,0,0.35027,0,0,0,0
g__GGB3365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5044,0,0,0,0,0,0.03344,0,0.03718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Pseudomonas_extremaustralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96878,0,0,0,0,19.47719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Enterococcus_faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03676,0,0,0,0,0.04708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Tyzzerella_nexilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03432,0,0,0,0,0,0,0,0,0,0,0,0.43244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03457,0.52544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03943,0,0,0,0,0,0,0,0,0.35027,0,0,0,0
s__GGB3365_SGB4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5044,0,0,0,0,0,0.03344,0,0.03718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Megasphaera_SGB5856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Prevotella_jejuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00256,0,0,0,0,0.00355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_heparinolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00124,0,0.0003,0,0,0,0,0.00032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029,0,0,0,0,0,0,0.0017,0,0.00151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB12135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96878,0,0,0,0,19.47719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB7962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03676,0,0,0,0,0.04708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03432,0,0,0,0,0,0,0,0,0,0,0,0.43244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03457,0.52544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03943,0,0,0,0,0,0,0,0,0.35027,0,0,0,0
t__SGB4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5044,0,0,0,0,0,0.03344,0,0.03718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00256,0,0,0,0,0.00355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB21589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00124,0,0.0003,0,0,0,0,0.00032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029,0,0,0,0,0,0,0.0017,0,0.00151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB4769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888,0,0,0,0,0,0.02939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB4555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332,0,0,0
g__GGB4723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB2977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Sanguibacteroides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00827,0
s__GGB4769_SGB6602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888,0,0,0,0,0,0.02939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB4555_SGB6286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332,0,0,0
s__GGB4723_SGB6540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9299_SGB14260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9559_SGB69175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00758,0,0,0,0,0,0,0,0.01709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02816,0.01296,0,0,0,0,0,0,0,0,0
s__GGB2977_SGB3959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Collinsella_bouchesdurhonensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01162,0
s__Sanguibacteroides_justesenii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00827,0
t__SGB6602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888,0,0,0,0,0,0.02939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332,0,0,0
t__SGB6540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB69175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00758,0,0,0,0,0,0,0,0.01709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02816,0.01296,0,0,0,0,0,0,0,0,0
t__SGB3959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01162,0
t__SGB1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00827,0
g__GGB3534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0103,0,0,0,0,0.02373,0,0,0,0,0.00169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232,0,0,0.00136,0,0,0.00048,0,0,0,0,0,0.02773,0,0.00389,0,0.00064,0.02232,0.00444,0,0.00339,0,0.00026,0,0,0.00321,0.00785,0,0,0,0.02426,0,0,0.00197,0,0.00672
g__GGB3677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03413,0,0,0,0.00745,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00688,0,0,0,0,0,0,0,0,0,0.03025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01732,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071,0,0,0,0,0,0.02727,0,0.00272,0,0.00416,0.06818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00315,0,0
g__GGB3538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267,0,0,0.02191,0,0,0.01718,0,0.00761,0,0,0,0,0,0,0,0,0,0,0.00148,0.00187,0.00239
