Abundance,SAMN08049831,SAMN08049826,SAMN08049839,SAMN08049838,SAMN08049841,SAMN08049829,SAMN08049824,SAMN08049834,SAMN08049836,SAMN08049837,SAMN08049828,SAMN08049822,SAMN08049820,SAMN08049840,SAMN08049827,SAMN08049821,SAMN08049830,SAMN08049832,SAMN08049825,SAMN08049833,SAMN08049823,SAMN08049835
s__GGB4711_SGB6524,,,,,,,,,,,,,0.16285,0,0,0,0,0,0,0,0,0
s__Erysipelotrichaceae_bacterium_7770_A6,,,,,,,,,,,,,0.15986,0,0,0,0,0,0,0,0,0
s__GGB4598_SGB6360,,,,,,,,,,,,,0.15923,0,0.10438,0,0,0,0,0,0,0
s__GGB3343_SGB4423,,,,,,,,,,,,,0.15827,0,0,0,0,0,0,0,0,0
s__GGB4750_SGB6579,,,,,,,,,,,,,0.15016,0,0,0,0,0,0,0,0,0
s__Bacteroides_pectinophilus,,,,,,,,,,,,,0.13647,0,0,0,0,0,0,0,0,0
s__GGB1689_SGB2321,,,,,,,,,,,,,0.13467,0.12231,0,0,0,0,0,0,0,0
s__GGB3612_SGB4881,,,,,,,,,,,,,0.13391,0,0,0,0,0,0,0,0,0
s__GGB2996_SGB3983,,,,,,,,,,,,,0.12584,0,0.18974,0,0,0,0.00496,0,0,0
s__GGB4699_SGB6502,,,,,,,,,,,,,0.11676,0,0.49892,0,0,0,0,0,0,0
s__Lactobacillus_acidophilus,,,,,,,,,,,,,0.10971,0,0,0,0,0,0,0,0,0
s__GGB79981_SGB14222,,,,,,,,,,,,,0.10708,0,0,0,0,0,0,0,0,0
s__GGB79770_SGB15022,,,,,,,,,,,,,0.10408,0,0,0,0,0,0,0,0,0
s__Desulfovibrio_SGB5077,,,,,,,,,,,,,0.09065,0,0,0,0,0,0,0,0,0
s__GGB4644_SGB6428,,,,,,,,,,,,,0.08951,0,0,0,0,0,0,0,0.02585,0
s__Puniceicoccaceae_unclassified_SGB8769,,,,,,,,,,,,,0.08764,0,0,0,0,0,0,0,0,0
s__GGB9291_SGB14248,,,,,,,,,,,,,0.0615,0.02048,0.0528,0,0,0,0,0,0,0.03705
s__GGB4672_SGB6461,,,,,,,,,,,,,0.06149,0,0,0,0,0,0,0,0,0
s__GGB6012_SGB8640,,,,,,,,,,,,,0.05955,0,0,0,0,0,0,0,0,0
s__GGB4700_SGB6506,,,,,,,,,,,,,0.05758,0,0.54415,0,0,0,0,0,0,0
s__Phocaeicola_SGB6473,,,,,,,,,,,,,0.05748,0,0,0,0,0,0,0,0,0
s__GGB4768_SGB6601,,,,,,,,,,,,,0.05468,0,0,0,0,0,0.01419,0,0,0
s__Clostridium_sp_AF12_28,,,,,,,,,,,,,0.05438,0,0,0,0,0,0,0,0,0
s__GGB79845_SGB14005,,,,,,,,,,,,,0.05408,0,0,0,0,0,0,0,0,0
s__GGB13493_SGB15238,,,,,,,,,,,,,0.05169,0.05155,0,0,0,0,0,0,0,0.00443
s__GGB9172_SGB14110,,,,,,,,,,,,,0.04719,0,0,0,0,0,0,0,0,0
s__GGB9288_SGB14243,,,,,,,,,,,,,0.04481,0.0793,0,0,0,0,0,0,0,0
s__GGB3475_SGB4638,,,,,,,,,,,,,0.03735,0.04446,0,0,0,0,0,0,0,0
s__GGB9532_SGB14933,,,,,,,,,,,,,0.03687,0,0,0,0,0,0,0,0,0
s__GGB6592_SGB9320,,,,,,,,,,,,,0.03629,0,0,0,0,0,0,0,0,0
s__GGB4653_SGB6440,,,,,,,,,,,,,0.03211,0,0,0,0,0,0,0,0,0
s__GGB6013_SGB8642,,,,,,,,,,,,,0.03156,0,0,0,0,0,0,0,0,0
s__GGB9616_SGB15062,,,,,,,,,,,,,0.03156,0,0,0,0,0,0,0,0,0
s__GGB5988_SGB8608,,,,,,,,,,,,,0.03147,0,0,0,0,0,0,0,0,0
s__Rhodococcus_SGB14208,,,,,,,,,,,,,0.03013,0,0,0,0,0,0,0,0,0
s__Corynebacterium_SGB6370,,,,,,,,,,,,,0.0289,0,0,0,0,0,0,0,0,0
s__GGB31460_SGB6499,,,,,,,,,,,,,0.02669,0,0,0,0,0,0,0,0,0
s__GGB4715_SGB6529,,,,,,,,,,,,,0.02379,0,0,0,0,0,0,0,0,0
s__Oscillospiraceae_bacterium_NSJ_50,,,,,,,,,,,,,0.02379,0,0,0,0,0,0,0,0,0
s__GGB3351_SGB4434,,,,,,,,,,,,,0.02353,0,0,0,0,0,0,0,0,0
s__GGB9434_SGB14812,,,,,,,,,,,,,0.0235,0,0,0,0,0,0,0,0,0
s__GGB9537_SGB14940,,,,,,,,,,,,,0.02327,0,0,0,0,0,0,0,0,0
s__GGB4667_SGB6456,,,,,,,,,,,,,0.02244,0.00543,0,0,0,0,0,0,0,0
s__GGB9762_SGB15377,,,,,,,,,,,,,0.0212,0,0.32018,0,0,0,0,0,0,0
s__GGB3118_SGB4130,,,,,,,,,,,,,0.01951,0.00458,0,0,0,0,0,0,0,0
s__Butyricimonas_faecalis,,,,,,,,,,,,,0.01811,0,0,0,0,0,0,0,0.01732,0
s__GGB79700_SGB6477,,,,,,,,,,,,,0.01785,0,0,0,0,0,0,0,0,0
s__GGB3160_SGB4174,,,,,,,,,,,,,0.01727,0.00984,0,0,0,0,0,0,0,0
s__Sutterella_SGB6348,,,,,,,,,,,,,0.01676,0,0,0,0,0,0,0,0,0
s__Pseudoglutamicibacter_SGB14255,,,,,,,,,,,,,0.01636,0,0,0,0,0,0,0,0,0
s__GGB3111_SGB4123,,,,,,,,,,,,,0.01629,0.09907,0,0,0,0,0,0,0,0
s__GGB9071_SGB13990,,,,,,,,,,,,,0.01572,0.00321,0,0,0,0,0,0,0,0
s__Dakarella_SGB14198,,,,,,,,,,,,,0.0149,0,0,0,0,0,0,0,0,0
s__Eubacterium_sp_AF22_8LB,,,,,,,,,,,,,0.01478,0,0,0,0,0,0,0,0,0
s__GGB9239_SGB14181,,,,,,,,,,,,,0.01394,0,0,0,0,0,0,0,0,0
s__Streptococcus_SGB15012,,,,,,,,,,,,,0.01368,0,0,0,0,0,0,0,0,0.01416
s__GGB39037_SGB4393,,,,,,,,,,,,,0.01165,0,0.00543,0,0,0,0,0,0,0
s__GGB4751_SGB6580,,,,,,,,,,,,,0.01067,0,0,0,0,0,0,0,0,0
s__Oscillospiraceae_unclassified_SGB15253,,,,,,,,,,,,,0.01051,0,0,0,0,0,0,0,0,0
s__GGB9282_SGB14235,,,,,,,,,,,,,0.00848,0,0,0,0,0,0,0,0,0
s__GGB4704_SGB6511,,,,,,,,,,,,,0.00698,0,0,0,0,0,0,0,0,0
s__GGB4584_SGB6338,,,,,,,,,,,,,0.00526,0,0.02425,0,0,0,0,0,0.01408,0
s__GGB9616_SGB15052,,,,,,,,,,,,,0.00407,0,0,0,0,0,0,0,0,0
s__GGB34228_SGB53814,,,,,,,,,,,,,0.00395,0,0,0,0,0,0,0,0,0
s__Coprobacter_secundus,,,,,,,,,,,,,0.00376,0,0.0039,0,0,0,0,0,0,0.10055
s__GGB3627_SGB4906,,,,,,,,,,,,,0.0035,0,0,0,0,0,0,0,0,0
s__GGB3626_SGB4905,,,,,,,,,,,,,0.00288,0,0,0,0,0,0,0,0,0
s__GGB4723_SGB6540,,,,,,,,,,,,,0.00267,0,0.01569,0,0,0,0.26211,0,0,0
s__Haemophilus_SGB14211,,,,,,,,,,,,,0.00133,0,0,0,0,0,0,0,0,0
s__Candidatus_Parachristensenella_avicola,,,,,,,,,,,,,0.00107,0,0,0,0,0.00105,0,0,0.01893,0
s__GGB9785_SGB15408,,,,,,,,,,,,,0.0004,0,0,0,0,0,0,0,0,0
s__GGB9637_SGB15111,,,,,,,,,,,,,0.00038,0,0.13243,0,0,0,0,0,0,0
s__Sanguibacteroides_justesenii,,,,,,,,,,,,,0.00035,0,0,0,0,0,0,0,0,0
t__SGB5066,,,,,,,,,,,,,1.99741,0,0,0,0,0,0,0,0,0
t__SGB2091,,,,,,,,,,,,,1.02157,0,0,0,0,0,0,0,0,0
t__SGB1930,,,,,,,,,,,,,0.98098,0.35778,0,0,0,0,0,0,0,0
t__SGB2239,,,,,,,,,,,,,0.81644,0,0,0,0,0,0,0,0,0
t__SGB2237,,,,,,,,,,,,,0.80435,0,0,0,0,0,0,0,0,0
t__SGB4895,,,,,,,,,,,,,0.78746,0,0,0,0,0,0,0,0,0
t__SGB1472,,,,,,,,,,,,,0.68895,0,0,0,0,0,0,0,0,0
t__SGB4418,,,,,,,,,,,,,0.55691,0,0,0,0,0,0,0,0,0
t__SGB6346,,,,,,,,,,,,,0.4189,0,0,0,0,0,0,0,0,0
t__SGB14215,,,,,,,,,,,,,0.34757,0,0,0,0,0,0,0,0,0.00078
t__SGB6289,,,,,,,,,,,,,0.3364,0,0,0,0,0,0,0,0,0
t__SGB6329,,,,,,,,,,,,,0.32013,0,0,0,0,0,0,0,0,0
t__SGB4373,,,,,,,,,,,,,0.30775,0,0,0,0,0,0,0,0,0
t__SGB5104,,,,,,,,,,,,,0.28078,0,0,0,0,0,0,0,0,0
t__SGB4891,,,,,,,,,,,,,0.2792,0,0,0,0,0,0,0,0,0
t__SGB14291,,,,,,,,,,,,,0.27339,0,0,0,0,0,0,0,0,0
t__SGB2212,,,,,,,,,,,,,0.20703,0,0,0,0,0,0,0,0,0
t__SGB4948,,,,,,,,,,,,,0.19352,0,0,0,0,0,0,0,0,0
t__SGB1883,,,,,,,,,,,,,0.19045,0,0,0,0,0.05479,0,0,0,0
t__SGB4108,,,,,,,,,,,,,0.1901,0,0,0,0,0,0,0,0,0
t__SGB6292,,,,,,,,,,,,,0.17406,0,0,0,0,0,0,0,0,0
t__SGB6472,,,,,,,,,,,,,0.17256,0,0,0,0,0,0,0,0,0
t__SGB6524,,,,,,,,,,,,,0.16285,0,0,0,0,0,0,0,0,0
t__SGB6836,,,,,,,,,,,,,0.15986,0,0,0,0,0,0,0,0,0
t__SGB6360,,,,,,,,,,,,,0.15923,0,0.10438,0,0,0,0,0,0,0
t__SGB4423,,,,,,,,,,,,,0.15827,0,0,0,0,0,0,0,0,0
t__SGB6579,,,,,,,,,,,,,0.15016,0,0,0,0,0,0,0,0,0
t__SGB5068,,,,,,,,,,,,,0.13647,0,0,0,0,0,0,0,0,0
t__SGB2321,,,,,,,,,,,,,0.13467,0.12231,0,0,0,0,0,0,0,0
t__SGB4881,,,,,,,,,,,,,0.13391,0,0,0,0,0,0,0,0,0
t__SGB3983,,,,,,,,,,,,,0.12584,0,0.18974,0,0,0,0.00496,0,0,0
t__SGB6502,,,,,,,,,,,,,0.11676,0,0.49892,0,0,0,0,0,0,0
t__SGB7044,,,,,,,,,,,,,0.10971,0,0,0,0,0,0,0,0,0
t__SGB14222,,,,,,,,,,,,,0.10708,0,0,0,0,0,0,0,0,0
t__SGB15022,,,,,,,,,,,,,0.10408,0,0,0,0,0,0,0,0,0
t__SGB5077,,,,,,,,,,,,,0.09065,0,0,0,0,0,0,0,0,0
t__SGB6428,,,,,,,,,,,,,0.08951,0,0,0,0,0,0,0,0.02585,0
t__SGB8769,,,,,,,,,,,,,0.08764,0,0,0,0,0,0,0,0,0
t__SGB14248,,,,,,,,,,,,,0.0615,0.02048,0.0528,0,0,0,0,0,0,0.03705
t__SGB6461,,,,,,,,,,,,,0.06149,0,0,0,0,0,0,0,0,0
t__SGB8640,,,,,,,,,,,,,0.05955,0,0,0,0,0,0,0,0,0
t__SGB6506,,,,,,,,,,,,,0.05758,0,0.54415,0,0,0,0,0,0,0
t__SGB6473,,,,,,,,,,,,,0.05748,0,0,0,0,0,0,0,0,0
t__SGB6601,,,,,,,,,,,,,0.05468,0,0,0,0,0,0.01419,0,0,0
t__SGB4715,,,,,,,,,,,,,0.05438,0,0,0,0,0,0,0,0,0
t__SGB14005,,,,,,,,,,,,,0.05408,0,0,0,0,0,0,0,0,0
t__SGB15238,,,,,,,,,,,,,0.05169,0.05155,0,0,0,0,0,0,0,0.00443
t__SGB14110,,,,,,,,,,,,,0.04719,0,0,0,0,0,0,0,0,0
t__SGB14243,,,,,,,,,,,,,0.04481,0.0793,0,0,0,0,0,0,0,0
t__SGB4638,,,,,,,,,,,,,0.03735,0.04446,0,0,0,0,0,0,0,0
t__SGB14933,,,,,,,,,,,,,0.03687,0,0,0,0,0,0,0,0,0
t__SGB9320,,,,,,,,,,,,,0.03629,0,0,0,0,0,0,0,0,0
t__SGB6440,,,,,,,,,,,,,0.03211,0,0,0,0,0,0,0,0,0
t__SGB15062,,,,,,,,,,,,,0.03156,0,0,0,0,0,0,0,0,0
t__SGB8642,,,,,,,,,,,,,0.03156,0,0,0,0,0,0,0,0,0
t__SGB8608,,,,,,,,,,,,,0.03147,0,0,0,0,0,0,0,0,0
t__SGB14208,,,,,,,,,,,,,0.03013,0,0,0,0,0,0,0,0,0
t__SGB6370,,,,,,,,,,,,,0.0289,0,0,0,0,0,0,0,0,0
t__SGB6499,,,,,,,,,,,,,0.02669,0,0,0,0,0,0,0,0,0
t__SGB4158,,,,,,,,,,,,,0.02379,0,0,0,0,0,0,0,0,0
t__SGB6529,,,,,,,,,,,,,0.02379,0,0,0,0,0,0,0,0,0
t__SGB4434,,,,,,,,,,,,,0.02353,0,0,0,0,0,0,0,0,0
t__SGB14812,,,,,,,,,,,,,0.0235,0,0,0,0,0,0,0,0,0
t__SGB14940,,,,,,,,,,,,,0.02327,0,0,0,0,0,0,0,0,0
t__SGB6456,,,,,,,,,,,,,0.02244,0.00543,0,0,0,0,0,0,0,0
t__SGB15377,,,,,,,,,,,,,0.0212,0,0.32018,0,0,0,0,0,0,0
t__SGB4130,,,,,,,,,,,,,0.01951,0.00458,0,0,0,0,0,0,0,0
t__SGB1782,,,,,,,,,,,,,0.01811,0,0,0,0,0,0,0,0.01732,0
t__SGB6477,,,,,,,,,,,,,0.01785,0,0,0,0,0,0,0,0,0
t__SGB4174,,,,,,,,,,,,,0.01727,0.00984,0,0,0,0,0,0,0,0
t__SGB6348,,,,,,,,,,,,,0.01676,0,0,0,0,0,0,0,0,0
t__SGB14255,,,,,,,,,,,,,0.01636,0,0,0,0,0,0,0,0,0
t__SGB4123,,,,,,,,,,,,,0.01629,0.09907,0,0,0,0,0,0,0,0
t__SGB13990,,,,,,,,,,,,,0.01572,0.00321,0,0,0,0,0,0,0,0
t__SGB14198,,,,,,,,,,,,,0.0149,0,0,0,0,0,0,0,0,0
t__SGB6816,,,,,,,,,,,,,0.01478,0,0,0,0,0,0,0,0,0
t__SGB14181,,,,,,,,,,,,,0.01394,0,0,0,0,0,0,0,0,0
t__SGB15012,,,,,,,,,,,,,0.01368,0,0,0,0,0,0,0,0,0.01416
t__SGB4393,,,,,,,,,,,,,0.01165,0,0.00543,0,0,0,0,0,0,0
t__SGB6580,,,,,,,,,,,,,0.01067,0,0,0,0,0,0,0,0,0
t__SGB15253,,,,,,,,,,,,,0.01051,0,0,0,0,0,0,0,0,0
t__SGB14235,,,,,,,,,,,,,0.00848,0,0,0,0,0,0,0,0,0
t__SGB6511,,,,,,,,,,,,,0.00698,0,0,0,0,0,0,0,0,0
t__SGB6338,,,,,,,,,,,,,0.00526,0,0.02425,0,0,0,0,0,0.01408,0
t__SGB15052,,,,,,,,,,,,,0.00407,0,0,0,0,0,0,0,0,0
t__SGB53814,,,,,,,,,,,,,0.00395,0,0,0,0,0,0,0,0,0
t__SGB1962,,,,,,,,,,,,,0.00376,0,0.0039,0,0,0,0,0,0,0.10055
t__SGB4906,,,,,,,,,,,,,0.0035,0,0,0,0,0,0,0,0,0
t__SGB4905,,,,,,,,,,,,,0.00288,0,0,0,0,0,0,0,0,0
t__SGB6540,,,,,,,,,,,,,0.00267,0,0.01569,0,0,0,0.26211,0,0,0
t__SGB14211,,,,,,,,,,,,,0.00133,0,0,0,0,0,0,0,0,0
t__SGB58519,,,,,,,,,,,,,0.00107,0,0,0,0,0.00105,0,0,0.01893,0
t__SGB15408,,,,,,,,,,,,,0.0004,0,0,0,0,0,0,0,0,0
t__SGB15111,,,,,,,,,,,,,0.00038,0,0.13243,0,0,0,0,0,0,0
t__SGB1776,,,,,,,,,,,,,0.00035,0,0,0,0,0,0,0,0,0
c__CFGB1458,,,,,,,,,,,,,,0.25049,0,0,0,0,0,0,0,0
c__CFGB1311,,,,,,,,,,,,,,0.09515,0.18444,0,0,0,0,0,0,0
c__CFGB2954,,,,,,,,,,,,,,0.03057,0.01594,0,0,0,0.01103,0,0,0.0874
c__CFGB602,,,,,,,,,,,,,,0.02487,0.03384,0,0,0,0,0,0,0
c__CFGB9828,,,,,,,,,,,,,,0.01525,0,0,0,0,0.01498,0,0,0.04474
c__CFGB2932,,,,,,,,,,,,,,0.01159,0,0,0,0,0,0,0,0
c__CFGB10299,,,,,,,,,,,,,,0.00759,0,0,0,0,0,0,0,0.45206
c__CFGB24517,,,,,,,,,,,,,,0.00317,0,0,0,0.02763,0,0,0,0
c__CFGB1787,,,,,,,,,,,,,,0.00283,0.136,0,0,0,0,0,0,0.07304
c__CFGB2832,,,,,,,,,,,,,,0.00196,0,0,0,0,0,0,0,0
c__CFGB76533,,,,,,,,,,,,,,0.00085,0.05079,0,0,0,0,0,0,0.09432
o__OFGB1458,,,,,,,,,,,,,,0.25049,0,0,0,0,0,0,0,0
o__OFGB1311,,,,,,,,,,,,,,0.09515,0.18444,0,0,0,0,0,0,0
o__OFGB2954,,,,,,,,,,,,,,0.03057,0.01594,0,0,0,0.01103,0,0,0.0874
o__OFGB602,,,,,,,,,,,,,,0.02487,0.03384,0,0,0,0,0,0,0
o__OFGB9828,,,,,,,,,,,,,,0.01525,0,0,0,0,0.01498,0,0,0.04474
o__OFGB2932,,,,,,,,,,,,,,0.01159,0,0,0,0,0,0,0,0
o__OFGB10299,,,,,,,,,,,,,,0.00759,0,0,0,0,0,0,0,0.45206
o__OFGB24517,,,,,,,,,,,,,,0.00317,0,0,0,0.02763,0,0,0,0
o__OFGB1787,,,,,,,,,,,,,,0.00283,0.136,0,0,0,0,0,0,0.07304
o__OFGB2832,,,,,,,,,,,,,,0.00196,0,0,0,0,0,0,0,0
o__OFGB76533,,,,,,,,,,,,,,0.00085,0.05079,0,0,0,0,0,0,0.09432
f__FGB1458,,,,,,,,,,,,,,0.25049,0,0,0,0,0,0,0,0
f__Bacteroidales_unclassified,,,,,,,,,,,,,,0.20351,0,0,0,0,0,0,0,0
f__FGB1311,,,,,,,,,,,,,,0.09515,0.18444,0,0,0,0,0,0,0
f__FGB2954,,,,,,,,,,,,,,0.03057,0.01594,0,0,0,0.01103,0,0,0.0874
f__FGB602,,,,,,,,,,,,,,0.02487,0.03384,0,0,0,0,0,0,0
f__FGB9828,,,,,,,,,,,,,,0.01525,0,0,0,0,0.01498,0,0,0.04474
f__FGB2932,,,,,,,,,,,,,,0.01159,0,0,0,0,0,0,0,0
f__FGB10299,,,,,,,,,,,,,,0.00759,0,0,0,0,0,0,0,0.45206
f__FGB24517,,,,,,,,,,,,,,0.00317,0,0,0,0.02763,0,0,0,0
f__FGB1787,,,,,,,,,,,,,,0.00283,0.136,0,0,0,0,0,0,0.07304
f__FGB2832,,,,,,,,,,,,,,0.00196,0,0,0,0,0,0,0,0
f__FGB76533,,,,,,,,,,,,,,0.00085,0.05079,0,0,0,0,0,0,0.09432
g__GGB3226,,,,,,,,,,,,,,1.26172,0,0,0,0,0,0,0,0
g__GGB3281,,,,,,,,,,,,,,1.12385,0.30821,0,0,0,0,0,0,0
g__GGB1458,,,,,,,,,,,,,,0.25049,0,0,0,0,0,0,0,0
g__GGB1621,,,,,,,,,,,,,,0.20351,0,0,0,0,0,0,0,0
g__GGB3585,,,,,,,,,,,,,,0.19673,0,0,0,0,0,0,0,0
g__GGB3142,,,,,,,,,,,,,,0.09515,0.09231,0,0,0,0,0,0,0
g__GGB3280,,,,,,,,,,,,,,0.05614,0,0,0,0,0,0,0,0
g__GGB9296,,,,,,,,,,,,,,0.03057,0.01594,0,0,0,0.01103,0,0,0.0874
g__GGB9529,,,,,,,,,,,,,,0.02506,0,0,0,0,0,0,0,0
g__GGB1420,,,,,,,,,,,,,,0.02487,0.03384,0,0,0,0,0,0,0
g__GGB9603,,,,,,,,,,,,,,0.02177,0.00927,0,0,0,0,0,0,0
g__GGB35597,,,,,,,,,,,,,,0.01525,0,0,0,0,0.01498,0,0,0.04474
g__GGB9261,,,,,,,,,,,,,,0.01159,0,0,0,0,0,0,0,0
g__GGB79996,,,,,,,,,,,,,,0.00759,0,0,0,0,0,0,0,0.45206
g__GGB9534,,,,,,,,,,,,,,0.00369,0,0,0,0,0,0,0,0.01062
g__GGB45620,,,,,,,,,,,,,,0.00317,0,0,0,0.02763,0,0,0,0
g__GGB4745,,,,,,,,,,,,,,0.00283,0.136,0,0,0,0,0,0,0.07304
g__Candidatus_Pseudolachnospira,,,,,,,,,,,,,,0.00236,0,0,0.00132,0.00159,0,0,0,0.01281
g__Candidatus_Geddesella,,,,,,,,,,,,,,0.00227,0.04026,0,0,0,0,0,0,0.01087
g__GGB9054,,,,,,,,,,,,,,0.00196,0,0,0,0,0,0,0,0
g__Candidatus_Heteroscilispira,,,,,,,,,,,,,,0.0019,0,0,0,0,0,0,0,0.00798
g__GGB9380,,,,,,,,,,,,,,0.00112,0,0,0,0,0,0,0,0
g__GGB6546,,,,,,,,,,,,,,0.00085,0,0,0,0,0,0,0,0
g__GGB9109,,,,,,,,,,,,,,0.00085,0.05079,0,0,0,0,0,0,0.09432
s__GGB3226_SGB4260,,,,,,,,,,,,,,1.26172,0,0,0,0,0,0,0,0
s__GGB3281_SGB4335,,,,,,,,,,,,,,1.12385,0.30821,0,0,0,0,0,0,0
s__GGB1458_SGB2021,,,,,,,,,,,,,,0.25049,0,0,0,0,0,0,0,0
s__GGB1621_SGB2219,,,,,,,,,,,,,,0.20351,0,0,0,0,0,0,0,0
s__GGB3585_SGB4803,,,,,,,,,,,,,,0.19673,0,0,0,0,0,0,0,0
s__Collinsella_SGB14351,,,,,,,,,,,,,,0.13846,0,0,0,0,0,0,0,0
s__Intestinimonas_SGB15130,,,,,,,,,,,,,,0.11997,0,0,0,0,0,0,0,0
s__GGB3142_SGB4155,,,,,,,,,,,,,,0.09515,0.09231,0,0,0,0,0,0,0
s__GGB3280_SGB4333,,,,,,,,,,,,,,0.05614,0,0,0,0,0,0,0,0
s__Odoribacter_laneus,,,,,,,,,,,,,,0.04433,0,0,0,0,0,0,0,0
s__GGB3160_SGB4364,,,,,,,,,,,,,,0.0415,0.01923,0,0,0,0,0,0,0
s__GGB9296_SGB14253,,,,,,,,,,,,,,0.03057,0.01594,0,0,0,0.01103,0,0,0.0874
s__GGB9529_SGB53518,,,,,,,,,,,,,,0.02506,0,0,0,0,0,0,0,0
s__GGB1420_SGB1957,,,,,,,,,,,,,,0.02487,0.03384,0,0,0,0,0,0,0
s__Bacteroides_congonensis,,,,,,,,,,,,,,0.02355,0,0,0,0,0,0,0,0
s__GGB9603_SGB15035,,,,,,,,,,,,,,0.02177,0.00927,0,0,0,0,0,0,0
s__Blautia_SGB6487,,,,,,,,,,,,,,0.01889,0,0,0,0,0,0,0,0
s__GGB35597_SGB49163,,,,,,,,,,,,,,0.01525,0,0,0,0,0.01498,0,0,0.04474
s__GGB9261_SGB14209,,,,,,,,,,,,,,0.01159,0,0,0,0,0,0,0,0
s__GGB79996_SGB14375,,,,,,,,,,,,,,0.00759,0,0,0,0,0,0,0,0.45206
s__Sutterella_seckii,,,,,,,,,,,,,,0.00506,0,0,0,0,0,0,0,0
s__Ruminococcus_gauvreauii,,,,,,,,,,,,,,0.0047,0,0,0,0,0,0,0,0
s__GGB9534_SGB14937,,,,,,,,,,,,,,0.00369,0,0,0,0,0,0,0,0.01062
s__GGB45620_SGB63333,,,,,,,,,,,,,,0.00317,0,0,0,0.02763,0,0,0,0
s__GGB4745_SGB6571,,,,,,,,,,,,,,0.00283,0.136,0,0,0,0,0,0,0.07304
s__Candidatus_Pseudolachnospira_avium,,,,,,,,,,,,,,0.00236,0,0,0.00132,0.00159,0,0,0,0.01281
s__Candidatus_Geddesella_stercoravicola,,,,,,,,,,,,,,0.00227,0.04026,0,0,0,0,0,0,0.01087
s__GGB9054_SGB13959,,,,,,,,,,,,,,0.00196,0,0,0,0,0,0,0,0
s__Candidatus_Heteroscilispira_lomanii,,,,,,,,,,,,,,0.0019,0,0,0,0,0,0,0,0.00798
s__Flavonifractor_sp_An100,,,,,,,,,,,,,,0.00145,0,0,0,0,0,0,0,0.00145
s__GGB9380_SGB72486,,,,,,,,,,,,,,0.00112,0,0,0,0,0,0,0,0
s__GGB6546_SGB9245,,,,,,,,,,,,,,0.00085,0,0,0,0,0,0,0,0
s__GGB9109_SGB14042,,,,,,,,,,,,,,0.00085,0.05079,0,0,0,0,0,0,0.09432
s__GGB9619_SGB15066,,,,,,,,,,,,,,0.0003,0,0,0,0,0,0,0,0
t__SGB4260,,,,,,,,,,,,,,1.26172,0,0,0,0,0,0,0,0
t__SGB4335,,,,,,,,,,,,,,1.12385,0.30821,0,0,0,0,0,0,0
t__SGB2021,,,,,,,,,,,,,,0.25049,0,0,0,0,0,0,0,0
t__SGB2219,,,,,,,,,,,,,,0.20351,0,0,0,0,0,0,0,0
t__SGB4803,,,,,,,,,,,,,,0.19673,0,0,0,0,0,0,0,0
t__SGB14351,,,,,,,,,,,,,,0.13846,0,0,0,0,0,0,0,0
t__SGB15130,,,,,,,,,,,,,,0.11997,0,0,0,0,0,0,0,0
t__SGB4155,,,,,,,,,,,,,,0.09515,0.09231,0,0,0,0,0,0,0
t__SGB4333,,,,,,,,,,,,,,0.05614,0,0,0,0,0,0,0,0
t__SGB1792,,,,,,,,,,,,,,0.04433,0,0,0,0,0,0,0,0
t__SGB4364,,,,,,,,,,,,,,0.0415,0.01923,0,0,0,0,0,0,0
t__SGB14253,,,,,,,,,,,,,,0.03057,0.01594,0,0,0,0.01103,0,0,0.0874
t__SGB53518,,,,,,,,,,,,,,0.02506,0,0,0,0,0,0,0,0
t__SGB1957,,,,,,,,,,,,,,0.02487,0.03384,0,0,0,0,0,0,0
t__SGB1878,,,,,,,,,,,,,,0.02355,0,0,0,0,0,0,0,0
t__SGB15035,,,,,,,,,,,,,,0.02177,0.00927,0,0,0,0,0,0,0
t__SGB6487,,,,,,,,,,,,,,0.01889,0,0,0,0,0,0,0,0
t__SGB49163,,,,,,,,,,,,,,0.01525,0,0,0,0,0.01498,0,0,0.04474
t__SGB14209,,,,,,,,,,,,,,0.01159,0,0,0,0,0,0,0,0
t__SGB14375,,,,,,,,,,,,,,0.00759,0,0,0,0,0,0,0,0.45206
t__SGB9297,,,,,,,,,,,,,,0.00506,0,0,0,0,0,0,0,0
t__SGB29375,,,,,,,,,,,,,,0.0047,0,0,0,0,0,0,0,0
t__SGB14937,,,,,,,,,,,,,,0.00369,0,0,0,0,0,0,0,0.01062
t__SGB63333,,,,,,,,,,,,,,0.00317,0,0,0,0.02763,0,0,0,0
t__SGB6571,,,,,,,,,,,,,,0.00283,0.136,0,0,0,0,0,0,0.07304
t__SGB59819,,,,,,,,,,,,,,0.00236,0,0,0.00132,0.00159,0,0,0,0.01281
t__SGB14262,,,,,,,,,,,,,,0.00227,0.04026,0,0,0,0,0,0,0.01087
t__SGB13959,,,,,,,,,,,,,,0.00196,0,0,0,0,0,0,0,0
t__SGB63278,,,,,,,,,,,,,,0.0019,0,0,0,0,0,0,0,0.00798
t__SGB15160,,,,,,,,,,,,,,0.00145,0,0,0,0,0,0,0,0.00145
t__SGB72486,,,,,,,,,,,,,,0.00112,0,0,0,0,0,0,0,0
t__SGB14042,,,,,,,,,,,,,,0.00085,0.05079,0,0,0,0,0,0,0.09432
t__SGB9245,,,,,,,,,,,,,,0.00085,0,0,0,0,0,0,0,0
