Abundance,SAMN03351695,SAMN03351542,SAMN03351487,SAMN03351503,SAMN03351584,SAMN03351571,SAMN03351475,SAMN03351603,SAMN03351602,SAMN03351489,SAMN03351666,SAMN03351563,SAMN03351468,SAMN03351659,SAMN03351447,SAMN03351485,SAMN03351448,SAMN03351537,SAMN03351599,SAMN03351478,SAMN03351453,SAMN03351689,SAMN03351647,SAMN03351461,SAMN03351495,SAMN03351476,SAMN03351708,SAMN03351718,SAMN03351482,SAMN03351454,SAMN03351444,SAMN03351521,SAMN03351466,SAMN03351477,SAMN03351627,SAMN03351544,SAMN03351713,SAMN03351706,SAMN03351467,SAMN03351677,SAMN03351449,SAMN03351510,SAMN03351608,SAMN03351452,SAMN03351723,SAMN03351490,SAMN03351492,SAMN03351450,SAMN03351493,SAMN03351441,SAMN03351555,SAMN03351628,SAMN03351672,SAMN03351633,SAMN03351497,SAMN03351566,SAMN03351532,SAMN03351703,SAMN03351486,SAMN03351578,SAMN03351648,SAMN03351572,SAMN03351617,SAMN03351455,SAMN03351543,SAMN03351442,SAMN03351481,SAMN03351660,SAMN03351549,SAMN03351460,SAMN03351595,SAMN03351479,SAMN03351446,SAMN03351577,SAMN03351488,SAMN03351445,SAMN03351484,SAMN03351654,SAMN03351469,SAMN03351513,SAMN03351483,SAMN03351506,SAMN03351491,SAMN03351451,SAMN03351496,SAMN03351443,SAMN03351494,SAMN03351480,SAMN03351683
t__SGB15253,,,,,,,,,,,,,,,,0.28027,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4394,,,,,,,,,,,,,,,,0.26567,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708,0,0,0,0.41755,0.02281,0,0,0,0,0,0,0,0.37454,0,0,0,0,0,0,0,0,0,0,0,0,0.07164,0,0.02927,0.12872,0.02223,0,0,0,0,0,0,0,0,0,0,0.00356,0,0
t__SGB15447,,,,,,,,,,,,,,,,0.23165,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59628,0,0,0,0.02934,0,0,0,0,0,0,0.02278,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4110,,,,,,,,,,,,,,,,0.21676,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5061,,,,,,,,,,,,,,,,0.21246,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4922,,,,,,,,,,,,,,,,0.15149,0,0.0,0,0,0,0,0,0,0,0,0,0.00319,0,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0.00402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18735,0,0,0,0,0.0141,0,0.02176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14243,,,,,,,,,,,,,,,,0.13014,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198,0,0,0,0,0,0.6495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15355,,,,,,,,,,,,,,,,0.12999,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34216,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15101,,,,,,,,,,,,,,,,0.12541,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15196,,,,,,,,,,,,,,,,0.11892,0,0.0,0,1.10158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03176,0,0,0,0,0,0,0,0,0,0,0.08483,0,0,0,0,0,0,0,0,0.65331,0,0,0
t__SGB6522,,,,,,,,,,,,,,,,0.11862,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6602,,,,,,,,,,,,,,,,0.11805,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5763_group,,,,,,,,,,,,,,,,0.09318,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38894,0,0,0,0,0,0,0.23244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB13979,,,,,,,,,,,,,,,,0.08545,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB2132,,,,,,,,,,,,,,,,0.08431,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17573,0,0.3598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4290,,,,,,,,,,,,,,,,0.08137,2.7549,0.0,0,0,0,0,0,0,0.68873,0,0,0,0,0,0,0,0,0.07536,0,0.06955,0.07023,0,0,0,0,0,0,0,0,0,0,0.01197,0,0,0.94625,0.03056,0,0,0,0,0,0,0.90998,0,0,0,0,0,0,0,0,0,0.75032,0,0,0,0,0,1.1764,0,0,0,0,0.03418,0,0,0,0,0,0,0.48334,0,0.88377
t__SGB14193,,,,,,,,,,,,,,,,0.0726,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14426,0,0,0,0,0,0,0,0,0.08309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6498,,,,,,,,,,,,,,,,0.066,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15394,,,,,,,,,,,,,,,,0.06371,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091,0,0,0,0.16058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4637,,,,,,,,,,,,,,,,0.06045,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4327,,,,,,,,,,,,,,,,0.05799,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17153,0.03555,0.17731,0,0,0,0,0,0,0,0,0,0.73942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07977,0,0,0,0,0,0,0,0,0,0,0.03325,0,0,0,0,0,0.0142,0,0
t__SGB15015,,,,,,,,,,,,,,,,0.05605,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00589,0,0,0,0,0,0,0,0,0.15609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4212,,,,,,,,,,,,,,,,0.0534,0,0.0,0,0.25489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08621,0,0,0,0,0,0,0,0,0.06204,0,0,0,0,0,0,0,0.02478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07832,0,0,0
t__SGB14017,,,,,,,,,,,,,,,,0.05287,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6579,,,,,,,,,,,,,,,,0.04919,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6472,,,,,,,,,,,,,,,,0.04799,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14248,,,,,,,,,,,,,,,,0.04635,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14199,,,,,,,,,,,,,,,,0.04582,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12131,0,0
t__SGB6503,,,,,,,,,,,,,,,,0.04289,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29119,2.31492,0,0,0.09774,0,0,0,0,1.39776,0,0.00636,0,0,0,0,0,0,0,0,0,0.52568,0,0
t__SGB8774,,,,,,,,,,,,,,,,0.03829,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6509,,,,,,,,,,,,,,,,0.03746,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14082,,,,,,,,,,,,,,,,0.03655,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB9256,,,,,,,,,,,,,,,,0.03525,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15377,,,,,,,,,,,,,,,,0.03415,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05541,0,0,0,0,0,0,0,0,0,0.20626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB49168,,,,,,,,,,,,,,,,0.03368,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15038,,,,,,,,,,,,,,,,0.0319,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4958,,,,,,,,,,,,,,,,0.03153,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15051,,,,,,,,,,,,,,,,0.02976,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3898,0,0,0,0,0,0,0,0,0,0,0.0523,0,0,0,0.11068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0.2394,0,0,0,0.09861,0.01646,0,0.03038,0,0,0,0,0,0,0,0,0,0.00843,0,0
t__SGB14255,,,,,,,,,,,,,,,,0.02972,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02461,0,0,0,0,0.00926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6173,,,,,,,,,,,,,,,,0.02947,0.01152,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6178,,,,,,,,,,,,,,,,0.02941,0,0.0,0,0,0,0,0,0,0,0,0,0.00357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4665,,,,,,,,,,,,,,,,0.02698,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0,0
t__SGB6290,,,,,,,,,,,,,,,,0.0261,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4141,,,,,,,,,,,,,,,,0.02542,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB8590,,,,,,,,,,,,,,,,0.02531,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12474,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15111,,,,,,,,,,,,,,,,0.02511,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01108,0,0,0,0,0,0,0,0,0.05868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB53814,,,,,,,,,,,,,,,,0.02274,0,0.0,0,0.00935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213,0,0,0,0,0,0,0,0,0.03971,0,0.08491,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14196,,,,,,,,,,,,,,,,0.02217,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14136,,,,,,,,,,,,,,,,0.02094,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06084,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6371,,,,,,,,,,,,,,,,0.02083,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05173,0,0,0,0,0,0,0,0,0.08519,0,0,0,0,0,0,0,0.03866,0,0.03436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14205,,,,,,,,,,,,,,,,0.02053,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15257,,,,,,,,,,,,,,,,0.02007,0,0.0,0,0,0,0.94292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01758,0,0.03023,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14949,,,,,,,,,,,,,,,,0.01936,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15383,,,,,,,,,,,,,,,,0.01837,0.04584,0.0,0,0,0,0,0,0,0.10043,0,0,0,0,0,0,0,0,0,0,0.0291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00868,0,0,0,0,0,0,0,0,0,0.03027,0.08993,0,0,0,0,0,0,0,0,0,0.00052,0,0.03806
t__SGB15244,,,,,,,,,,,,,,,,0.01821,0,0.0,0,0.11843,0,0.17379,0,0,0,0,0,0,0,0,0,0,0.04892,0,0.01899,0,0,0,0,0.00365,0,0,0,0,0.83626,0,0,0,0,0.35874,0,0,0,0,0,0.05092,0.00451,0,0.47677,0.22162,0,0,0,0,0,0.25945,0,0,0,0.02709,0,0,0,0,0.1005,0.00486,0.11922,0,0,0,0,0,0,0,0,1.1398,0.05186,0,0
t__SGB15028,,,,,,,,,,,,,,,,0.01794,0,0.0,0,0.30897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02335,0,0,0,0.00107,0,0,0,0,0,0,0,0,0,0.02226,0,0,0,0,0,0,0,0,0.00175,0,0,0,0,0,0,0.05979,0,0,0,0,0,0,0,0,0.01187,0,0.02886,0,0,0,0,0,0,0,0,0.42975,0,0,0
t__SGB4813,,,,,,,,,,,,,,,,0.0169,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02463,0,0,0,0,0,0,0,0,0,0,0,0.00469,0,0
t__SGB2300,,,,,,,,,,,,,,,,0.01561,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29425,0,0,0,0,0,0,0,0,1.27822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40855,0,0
t__SGB15385,,,,,,,,,,,,,,,,0.01553,0,0.0,0,0.0492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11245,0,0,0,0,0,0,0,0,0,1.19141,0.02664,0,0.07283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14154,0,0,0,0.01746,0,0,0,0,0.01818,0,0,0,0,0,0,0,0,0,0,0.30131,0,0,0
t__SGB4197,,,,,,,,,,,,,,,,0.0151,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80923,0,0
t__SGB14212,,,,,,,,,,,,,,,,0.01497,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4158,,,,,,,,,,,,,,,,0.01451,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246,0,0,0,0,0,0,0,0,0,0,0,0.02773,0,0
t__SGB15082,,,,,,,,,,,,,,,,0.01448,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6370,,,,,,,,,,,,,,,,0.01385,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02899,0,0,0,0,0,0,0,0,0,0,0,0.04278,0,0
t__SGB14834,,,,,,,,,,,,,,,,0.01347,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15102,,,,,,,,,,,,,,,,0.01332,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14794,,,,,,,,,,,,,,,,0.01289,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4906,,,,,,,,,,,,,,,,0.01261,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198,0,0,0,0,0,0,0,0,0,0,0,0,0.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3983,,,,,,,,,,,,,,,,0.01199,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14990,,,,,,,,,,,,,,,,0.01174,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00748,0,0,0,0,0,0,0.04618,0,0,0,0,0,0,0,0,0,0,0.05136,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4905,,,,,,,,,,,,,,,,0.01161,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01958,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15198,,,,,,,,,,,,,,,,0.0108,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54287,0,0,0,0,0,0,0,0,0.41472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08289,0,0
