Abundance,HSM6XRT2,HSM7CZ2L,ESM5GEZ3,HSM5MD59,HSM67VFX,MSM9VZMQ,HSM67VGA,HSM5MD6U,HSM7CYYZ,ESM5GEYU,HSM5MD8B,MSM79H94,MSM6J2M3,HSM67VGE,HSM67VDX,HSM5MD6O,HSM5MD8N,HSM6XRQC,CSM79HGR,HSM5MD6G,HSM7CZ2J,MSM6J2PQ,PSM6XBTZ,HSM5MD82,HSM67VG2,HSM5MD6S,HSM5MD6I,HSM67VGI,HSM5MD5D,HSM6XRTG,HSM5MD6K,PSM7J19X,HSM5MD8H,HSM67VDR,HSM5MD8D,HSM5MD5F,HSM6XRSZ,HSM6XRTE,HSM6XRSX,MSM79H52,HSM5MD5B,ESM5GEZ1,HSM7CYYV,HSM5MD8P,HSM6XRT4,MSM79H8J,CSM6J2H9,MSM6J2JF,HSM5MD57,MSM79HCN,HSM67VG6,HSM6XRTC,HSM6XRT6,ESM5ME9H,HSM67VDT,MSM9VZFJ,HSM5MD8L,HSM7CYYR,HSMA33J1,HSM5MD6E,HSM5MD8A,HSM5MD5Z,MSM6J2JH,HSM6XRTA,ESM5MEBP
t__SGB62935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB48424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB66170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195,0,0,0,0,0,0,0,0,0,0,0
t__SGB4776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB79798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB29302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169,0,0,0,0
t__SGB15402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB76046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB76046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB76046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Parvimonas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB55957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00131,0,0,0,0,0,0,0,0,0,0,0,0.00148,0,0.00266,0,0,0,0,0,0,0,0,0
s__Parvimonas_micra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB55957_SGB77276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3828_SGB5197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00131,0,0,0,0,0,0,0,0,0,0,0,0.00148,0,0.00266,0,0,0,0,0,0,0,0,0
t__SGB6653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB77276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00131,0,0,0,0,0,0,0,0,0,0,0,0.00148,0,0.00266,0,0,0,0,0,0,0,0,0
g__GGB9532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01853,0,0,0,0
s__GGB9532_SGB14933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01853,0,0,0,0
t__SGB14933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01853,0,0,0,0
g__GGB79998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11475,0.0062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB2982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Candidatus_Schneewindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB74403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Faecalitalea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Anaerofilum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00227,0,0,0,0,0,0,0,0.01183,0,0,0,0,0,0,0,0,0,0,0
s__Alistipes_dispar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97896,0,0,0,0,0,0,0,0,0,0.06464,0,0,0,0,0,0,0,0,0
s__Odoribacter_laneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0
s__GGB79998_SGB48024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11475,0.0062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB2982_SGB3964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridia_bacterium_UC5_1_1E11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB6569_SGB9281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Gemmiger_SGB15299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02452,0,0.46739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04591,0,0
s__GGB3534_SGB4722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Candidatus_Schneewindia_gallinarum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_sp_1001270J_160509_D11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Alistipes_provencensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB74403_SGB53807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Faecalitalea_cylindroides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Anaerofilum_sp_BX8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97896,0,0,0,0,0,0,0,0,0,0.06464,0,0,0,0,0,0,0,0,0
t__SGB1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0
t__SGB48024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11475,0.0062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB9281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02452,0,0.46739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04591,0,0
t__SGB4722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB63326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB2298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB53807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB79822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB14936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB14936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB14936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Mesosutterella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Negativibacillus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB51441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB58485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Dialister_hominis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Oscillospiraceae_unclassified_SGB15252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Mesosutterella_multiformis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9708_SGB15233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02623,0,0
s__GGB3256_SGB4303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Negativibacillus_massiliensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Butyricicoccus_SGB14990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9619_SGB15066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB51441_SGB71759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Parabacteroides_goldsteinii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01543,0,0,0,0,0,0,0,0.34729,0,0,0,0,0,0,0,0.51349,0,0
s__GGB3363_SGB4447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_SGB14036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB79634_SGB101324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Ruminococcus_sp_NSJ_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00412,0,0,0,0
s__GGB58485_SGB80143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Intestinimonas_gabonensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Blautia_SGB15070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Oscillibacter_sp_PC13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5803_group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB9272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02623,0,0
t__SGB4303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB71759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01543,0,0,0,0,0,0,0,0.34729,0,0,0,0,0,0,0,0.51349,0,0
t__SGB4447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB101324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4553_group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00412,0,0,0,0
t__SGB80143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB79840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB7258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Enteroscipio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB58071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Colibacter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_intestinalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219,0,0
s__Bifidobacterium_catenulatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9457_SGB14849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_SGB4671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Phascolarctobacterium_SGB4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Enteroscipio_rubneri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB58071_SGB79702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Pseudoflavonifractor_sp_Marseille_P3106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Colibacter_massiliensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Holdemania_sp_1001095H_141210_F2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Parabacteroides_massiliensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219,0,0
t__SGB4631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB17241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB79702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
